Name,Website,Address,Phone,Latitude,Longitude,City
山海关出海打渔俱乐部,https://you.ctrip.com/sight/qinhuangdao132/145342572.html?scene=online,河北省秦皇岛市海港区文化路152号,,,,QingHuangDao
古城特色纪念品,https://you.ctrip.com/sight/qinhuangdao132/145561415.html?scene=online,秦皇岛市山海关区东大街1-1,,,,QingHuangDao
望夫石,https://you.ctrip.com/sight/qinhuangdao132/144103598.html?scene=online,河北省秦皇岛市山海关区姜女庙路1号孟姜女庙,,,,QingHuangDao
蓝蜻蜓游艇会,https://you.ctrip.com/sight/qinhuangdao132/4616239.html?scene=online,秦皇岛市山海关区石河路山海新城小区西南侧约220米,,,,QingHuangDao
詹荣府,https://you.ctrip.com/sight/qinhuangdao132/112652277.html?scene=online,秦皇岛市山海关区西大街55号,,,,QingHuangDao
尚书坊,https://you.ctrip.com/sight/qinhuangdao132/143731411.html?scene=online,秦皇岛市山海关区西大街秦皇岛山海假日酒店东南门东侧约70米,,,,QingHuangDao
大慈院,https://you.ctrip.com/sight/qinhuangdao132/144103926.html?scene=online,河北省秦皇岛市山海关区西大街55号,,,,QingHuangDao
假山,https://you.ctrip.com/sight/qinhuangdao132/145123851.html?scene=online,秦皇岛市山海关区燕塞湖路松鼠园内,,,,QingHuangDao
山海关区文化馆,https://you.ctrip.com/sight/qinhuangdao132/145137862.html?scene=online,河北省秦皇岛市山海关区工人街南街水郡御景1号楼三层,,,,QingHuangDao
士兵房,https://you.ctrip.com/sight/qinhuangdao132/145157820.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区龙武营内,,,,QingHuangDao
镇远镖局-账房,https://you.ctrip.com/sight/qinhuangdao132/145167796.html?scene=online,秦皇岛市山海关区吉城西大街14号镇远镖局内,,,,QingHuangDao
鸟语林-中心柱,https://you.ctrip.com/sight/qinhuangdao132/145187787.html?scene=online,秦皇岛市山海关区城西北7华里燕塞湖景区鸟语林内,,,,QingHuangDao
农具馆,https://you.ctrip.com/sight/qinhuangdao132/145213971.html?scene=online,秦皇岛市山海关区东三条29~31号王家大院内,,,,QingHuangDao
揽古堂,https://you.ctrip.com/sight/qinhuangdao132/145237341.html?scene=online,秦皇岛市山海关区西大街山海关古城历史博物馆,,,,QingHuangDao
公生明,https://you.ctrip.com/sight/qinhuangdao132/145255841.html?scene=online,秦皇岛市山海关区古城西大街山海关总兵府景区山海镇总兵府内,,,,QingHuangDao
山海关老龙头景区-把总署,https://you.ctrip.com/sight/qinhuangdao132/145273383.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区内,,,,QingHuangDao
晓月亭,https://you.ctrip.com/sight/qinhuangdao132/145295153.html?scene=online,秦皇岛市山海关区东大街1号天下第一关景区内,,,,QingHuangDao
横空石壁,https://you.ctrip.com/sight/qinhuangdao132/145316394.html?scene=online,秦皇岛市山海关区城西北7华里燕塞湖景区内,,,,QingHuangDao
妙手投篮,https://you.ctrip.com/sight/qinhuangdao132/145363702.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海洋嘉年华内,,,,QingHuangDao
中华巧女姜艳华剪纸艺术馆,https://you.ctrip.com/sight/qinhuangdao132/145385476.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区内,,,,QingHuangDao
自控飞碟,https://you.ctrip.com/sight/qinhuangdao132/145385472.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海洋嘉年华内,,,,QingHuangDao
大慈院-牌楼,https://you.ctrip.com/sight/qinhuangdao132/145383447.html?scene=online,秦皇岛市山海关区古城东北片区大悲院内,,,,QingHuangDao
潮河公园,https://you.ctrip.com/sight/qinhuangdao132/145375691.html?scene=online,秦皇岛市山海关区长城西街名丰山海文园-南区西北侧,,,,QingHuangDao
愿望池,https://you.ctrip.com/sight/qinhuangdao132/145375682.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海底总动员内,,,,QingHuangDao
三星飞旋,https://you.ctrip.com/sight/qinhuangdao132/145373622.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海洋嘉年华内,,,,QingHuangDao
城隍庙,https://you.ctrip.com/sight/qinhuangdao132/145372226.html?scene=online,秦皇岛市山海关区古城西大街山海关总兵府景区十二生肖太岁神院内,,,,QingHuangDao
浪摆滑道,https://you.ctrip.com/sight/qinhuangdao132/145372205.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园戏水乐园内,,,,QingHuangDao
秦皇岛烈士陵园,https://you.ctrip.com/sight/qinhuangdao132/145365836.html?scene=online,河北省秦皇岛市山海关区孟姜镇吕家沟村北欢喜岭,,,,QingHuangDao
玛雅舞台,https://you.ctrip.com/sight/qinhuangdao132/145365829.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海洋嘉年华内,,,,QingHuangDao
六角亭,https://you.ctrip.com/sight/qinhuangdao132/145362256.html?scene=online,秦皇岛市山海关区五佛山国际生态旅游度假区角山景区内,,,,QingHuangDao
金棕榈电影院(山海关店),https://you.ctrip.com/sight/qinhuangdao132/145362251.html?scene=online,关城南路93号,,,,QingHuangDao
碰碰车,https://you.ctrip.com/sight/qinhuangdao132/145362247.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海洋嘉年华内,,,,QingHuangDao
棕熊拜山,https://you.ctrip.com/sight/qinhuangdao132/145355995.html?scene=online,秦皇岛市山海关区城西北7华里燕塞湖景区内,,,,QingHuangDao
义海锦丝丝绸展览馆,https://you.ctrip.com/sight/qinhuangdao132/145355992.html?scene=online,河北省秦皇岛市山海关区龙海大道99号,,,,QingHuangDao
勇敢者转盘,https://you.ctrip.com/sight/qinhuangdao132/145355938.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海洋嘉年华内,,,,QingHuangDao
莲台,https://you.ctrip.com/sight/qinhuangdao132/145355925.html?scene=online,秦皇岛市山海关区五佛山国际生态旅游度假区角山景区内,,,,QingHuangDao
海盗城堡,https://you.ctrip.com/sight/qinhuangdao132/145346055.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园戏水乐园内,,,,QingHuangDao
第29届奥林匹克运动会火炬接力秦皇岛站起点,https://you.ctrip.com/sight/qinhuangdao132/145336156.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区内,,,,QingHuangDao
家庭乘筏滑道,https://you.ctrip.com/sight/qinhuangdao132/145316393.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园戏水乐园内,,,,QingHuangDao
山海关老龙头景区-议事厅,https://you.ctrip.com/sight/qinhuangdao132/145314402.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区守备署内,,,,QingHuangDao
文华阁,https://you.ctrip.com/sight/qinhuangdao132/145306565.html?scene=online,秦皇岛市山海关区龙海大道1号山海行宫内,,,,QingHuangDao
大慈院-放生池,https://you.ctrip.com/sight/qinhuangdao132/145306561.html?scene=online,秦皇岛市山海关区古城东北片区大悲院内,,,,QingHuangDao
神女浴日,https://you.ctrip.com/sight/qinhuangdao132/145296785.html?scene=online,秦皇岛市山海关区小陈庄北燕塞湖景区内,,,,QingHuangDao
抛圈套瓶,https://you.ctrip.com/sight/qinhuangdao132/145296697.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海洋嘉年华内,,,,QingHuangDao
安澜牌坊,https://you.ctrip.com/sight/qinhuangdao132/145296694.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区海神庙内,,,,QingHuangDao
北元玄真堂,https://you.ctrip.com/sight/qinhuangdao132/145296689.html?scene=online,秦皇岛市山海关区南大街山海关古城景区,,,,QingHuangDao
真神殿,https://you.ctrip.com/sight/qinhuangdao132/145294586.html?scene=online,秦皇岛市山海关区古城西大街山海关总兵府景区十二生肖太岁神院内,,,,QingHuangDao
后九连,https://you.ctrip.com/sight/qinhuangdao132/145293143.html?scene=online,秦皇岛市山海关区角山路角山长城内,,,,QingHuangDao
王家大院-少爷房,https://you.ctrip.com/sight/qinhuangdao132/145293127.html?scene=online,秦皇岛市山海关区东三条29~31号王家大院内,,,,QingHuangDao
鼓亭,https://you.ctrip.com/sight/qinhuangdao132/145286773.html?scene=online,秦皇岛市山海关区西大街13号钟鼓楼内,,,,QingHuangDao
角山地质地貌景观区,https://you.ctrip.com/sight/qinhuangdao132/145286765.html?scene=online,秦皇岛市山海关区五佛山国际生态旅游度假区角山景区内,,,,QingHuangDao
戚继光兵阵陈列室,https://you.ctrip.com/sight/qinhuangdao132/145286758.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区龙武营内,,,,QingHuangDao
长城平台,https://you.ctrip.com/sight/qinhuangdao132/145276872.html?scene=online,秦皇岛市山海关区角山路角山长城内,,,,QingHuangDao
拘禁所,https://you.ctrip.com/sight/qinhuangdao132/145276871.html?scene=online,秦皇岛市山海关区古城西大街山海关总兵府景区山海镇总兵府内,,,,QingHuangDao
鼓楼,https://you.ctrip.com/sight/qinhuangdao132/145274820.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区海神庙内,,,,QingHuangDao
后寺湖山,https://you.ctrip.com/sight/qinhuangdao132/145268277.html?scene=online,秦皇岛市山海关区,,,,QingHuangDao
清风亭,https://you.ctrip.com/sight/qinhuangdao132/145267115.html?scene=online,秦皇岛市山海关区城西北7华里燕塞湖景区内,,,,QingHuangDao
豪华转马,https://you.ctrip.com/sight/qinhuangdao132/145267098.html?scene=online,秦皇岛市山海关区燕塞湖路燕塞湖景区游乐场内,,,,QingHuangDao
文殊殿,https://you.ctrip.com/sight/qinhuangdao132/145267064.html?scene=online,秦皇岛市山海关区古城东北片区大悲院内,,,,QingHuangDao
