Name,Website,Address,Phone,Latitude,Longitude,City
闯关东主题文化体验馆,https://you.ctrip.com/sight/qinhuangdao132/5590353.html?scene=online,河北省秦皇岛市山海关区东大街12号,0335-5265992,40.01636308905134,119.76368200848243,QingHuangDao
老龙头码头游船,https://you.ctrip.com/sight/qinhuangdao132/5713451.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区内,0335-5152225,39.97531919572714,119.8049934619364,QingHuangDao
孟姜女庙,https://you.ctrip.com/sight/qinhuangdao132/5037.html?scene=online,河北省秦皇岛市山海关区望夫石村,0335-5051359,40.042704084807205,119.83073853853016,QingHuangDao
山海关王家大院,https://you.ctrip.com/sight/qinhuangdao132/123761.html?scene=online,河北省秦皇岛市山海关区古城东三条29号,"0335-5067700,0335-5067755",40.013270150296634,119.76574541623884,QingHuangDao
求仙6号游船,https://you.ctrip.com/sight/qinhuangdao132/144970046.html?scene=online,秦皇岛市山海关区老龙头路1号,0335-5152225,39.976377054811756,119.80476196860648,QingHuangDao
山海关古城景区,https://you.ctrip.com/sight/qinhuangdao132/1833320.html?scene=online,河北省秦皇岛市山海关南大街5-1,0335-5051106,40.010713881088385,119.76597619092436,QingHuangDao
角山长城,https://you.ctrip.com/sight/qinhuangdao132/5036.html?scene=online,河北省秦皇岛市山海关区角山路,"0335-8352639,0335-5152916",40.033331778056805,119.75182949609213,QingHuangDao
乐岛海洋王国,https://you.ctrip.com/sight/qinhuangdao132/66698.html?scene=online,秦皇岛市山海关区龙海大道148号,0335-5158888,39.962621663760515,119.76261545035042,QingHuangDao
天下第一关,https://you.ctrip.com/sight/qinhuangdao132/123669.html?scene=online,河北省秦皇岛市山海关区东大街1号,"0335-5258000,0335-5259000,4006033566",40.01613742817734,119.7648809768466,QingHuangDao
老龙头,https://you.ctrip.com/sight/qinhuangdao132/5035.html?scene=online,秦皇岛市山海关区老龙头路1号,0335-5152996,39.976377054811756,119.80476196860648,QingHuangDao
山海关,https://you.ctrip.com/sight/qinhuangdao132/5040.html?scene=online,河北省秦皇岛市山海关区东大街1号,"4006033566,0335-5051106",40.01613742817734,119.7648809768466,QingHuangDao
山海关古城历史博物馆,https://you.ctrip.com/sight/qinhuangdao132/145245212.html?scene=online,河北省秦皇岛市山海关区西大街16号,,40.01498873566932,119.76155724645969,QingHuangDao
镇远镖局,https://you.ctrip.com/sight/qinhuangdao132/131897130.html?scene=online,秦皇岛市山海关区西大街14号,,40.013910135035474,119.76203460600767,QingHuangDao
山海关中国长城博物馆,https://you.ctrip.com/sight/qinhuangdao132/148681454.html?scene=online,河北省秦皇岛市山海关区G102北侧,,40.013963599218016,119.76950895700345,QingHuangDao
孟姜女庙景区-凉亭,https://you.ctrip.com/sight/qinhuangdao132/4626658.html?scene=online,秦皇岛市山海关区城东约6公里的望夫石村后山岗上孟姜女庙景区内,,40.04253409379664,119.82935802262243,QingHuangDao
瑞莲阁,https://you.ctrip.com/sight/qinhuangdao132/134084723.html?scene=online,河北省秦皇岛市山海关区东大街1号天下第一关景区内,0335-5258000,40.016279925474244,119.76701562022996,QingHuangDao
入海石城,https://you.ctrip.com/sight/qinhuangdao132/126180846.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区内,,39.97531919572714,119.8049934619364,QingHuangDao
国家地质公园长寿山景区,https://you.ctrip.com/sight/qinhuangdao132/144103789.html?scene=online,秦皇岛市山海关区三道关村,,40.07349606313338,119.74691100393333,QingHuangDao
山海关说书馆堂会,https://you.ctrip.com/sight/qinhuangdao132/145705308.html?scene=online,秦皇岛市山海关古城东大街3-10号	,18630376319,40.016496813658804,119.76723238134952,QingHuangDao
燕塞湖鸟语林景区,https://you.ctrip.com/sight/qinhuangdao132/144431915.html?scene=online,秦皇岛市山海关区小陈庄北,,40.04365283669972,119.7129434675151,QingHuangDao
山海关老龙头景区-正堂,https://you.ctrip.com/sight/qinhuangdao132/145346047.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区守备署内,,39.97501384694758,119.80461383802789,QingHuangDao
猪猪亲子乐园,https://you.ctrip.com/sight/qinhuangdao132/140046049.html?scene=online,河北省秦皇岛市山海关区龙源大道20、22号,0335-3333033,39.955843581744766,119.7381064421384,QingHuangDao
兵部分司,https://you.ctrip.com/sight/qinhuangdao132/1675697.html?scene=online,秦皇岛市山海关区东大街1号天下第一关景区内,,40.016279925474244,119.76701562022996,QingHuangDao
王家大院山海关民俗博物馆(东三条),https://you.ctrip.com/sight/qinhuangdao132/1834237.html?scene=online,东三条29-31号,"0335-5067700,0335-5258000",40.112225070945755,116.82379298461949,QingHuangDao
老龙头嗨King帐篷露营地,https://you.ctrip.com/sight/qinhuangdao132/134785214.html?scene=online,河北省秦皇岛市山海关区老龙头路老龙头景区西门,,39.97475998757854,119.8020898690365,QingHuangDao
孟姜女哭倒长城处,https://you.ctrip.com/sight/qinhuangdao132/145651500.html?scene=online,秦皇岛市山海关区姜女庙路孟姜女庙景区内,,40.04253409379664,119.82935802262243,QingHuangDao
山海关镇东楼,https://you.ctrip.com/sight/qinhuangdao132/5131956.html?scene=online,山海关区东北,,39.984445641831485,119.78243521396982,QingHuangDao
莲花湖公园,https://you.ctrip.com/sight/qinhuangdao132/123744.html?scene=online,秦皇岛市山海关区东水关街23号(近火车站),,40.01080561721998,119.77404324389562,QingHuangDao
宁海城,https://you.ctrip.com/sight/qinhuangdao132/1832755.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区内,,39.97531919572714,119.8049934619364,QingHuangDao
海上摩托艇,https://you.ctrip.com/sight/qinhuangdao132/145276878.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园搏海湾内,,39.96175860150726,119.76421650026087,QingHuangDao
白鹭岛第二海滨浴场,https://you.ctrip.com/sight/qinhuangdao132/145553725.html?scene=online,河北省秦皇岛市山海关区龙海大道唐子寨对面,,39.95985505590555,119.75355397317962,QingHuangDao
阳光浴场,https://you.ctrip.com/sight/qinhuangdao132/145127830.html?scene=online,秦皇岛市山海关区海口道假日蓝湾南侧约150米,,39.986099241144984,119.81171072104836,QingHuangDao
山海关古城景区-王氏宗祠,https://you.ctrip.com/sight/qinhuangdao132/4616269.html?scene=online,秦皇岛市山海关区东三条29~31号王家大院内,,40.013270150296634,119.76574541623884,QingHuangDao
牢房,https://you.ctrip.com/sight/qinhuangdao132/145365818.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区内,,39.97531919572714,119.8049934619364,QingHuangDao
儿童戏水池,https://you.ctrip.com/sight/qinhuangdao132/4616280.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园戏水乐园内,,39.96111287029651,119.7605694697209,QingHuangDao
山海关老龙头景区-巢车,https://you.ctrip.com/sight/qinhuangdao132/83232688.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区龙武营内,,39.97531919572714,119.8049934619364,QingHuangDao
六国饭店旧址,https://you.ctrip.com/sight/qinhuangdao132/145533990.html?scene=online,秦皇岛市山海关区南海道秦皇岛市山海关区铁路小学,,40.003914906940054,119.77345979446689,QingHuangDao
栖贤寺,https://you.ctrip.com/sight/qinhuangdao132/1675503.html?scene=online,秦皇岛市山海关区五佛山国际生态旅游度假区角山景区内,,40.07361656212257,119.75777708704314,QingHuangDao
兴儒博物馆,https://you.ctrip.com/sight/qinhuangdao132/5544477.html?scene=online,河北省秦皇岛市山海关区古城南大街32-4号,18833533222,40.01445230409802,119.76534243638707,QingHuangDao
山海关老龙头景区-财神殿,https://you.ctrip.com/sight/qinhuangdao132/4616237.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区海神庙内,,39.97151405639713,119.80493102970344,QingHuangDao
西南交通大学山海关北洋铁路官学堂旧址,https://you.ctrip.com/sight/qinhuangdao132/143726075.html?scene=online,秦皇岛市山海关区站西街兴华小区(货场前街)西南侧约130米,,40.00614929899263,119.76981851308219,QingHuangDao
山海关古城景区-长城剧场,https://you.ctrip.com/sight/qinhuangdao132/145571986.html?scene=online,河北省秦皇岛市山海关区关路24号,,40.016496813658804,119.76723238134952,QingHuangDao
石河古渡,https://you.ctrip.com/sight/qinhuangdao132/133820995.html?scene=online,河北省秦皇岛市山海关区老龙头码头老龙头景区停车场进入,0335-5158101,39.97531919572714,119.8049934619364,QingHuangDao
乐岛公园-沙滩卡丁车,https://you.ctrip.com/sight/qinhuangdao132/145847090.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园内,,39.96175860150726,119.76421650026087,QingHuangDao
世外桃源,https://you.ctrip.com/sight/qinhuangdao132/1675419.html?scene=online,秦皇岛市山海关区三道关村附近长寿山景区内,,40.07349606313338,119.74691100393333,QingHuangDao
燕塞湖景区-游乐场,https://you.ctrip.com/sight/qinhuangdao132/145455213.html?scene=online,河北省秦皇岛市山海关区燕塞湖路燕塞湖景区,,40.04365283669972,119.7129434675151,QingHuangDao
乐岛海洋王国-凉亭,https://you.ctrip.com/sight/qinhuangdao132/64669874.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园内,,39.96175860150726,119.76421650026087,QingHuangDao
田公馆,https://you.ctrip.com/sight/qinhuangdao132/134078554.html?scene=online,河北省秦皇岛市山海关区西大街26号,,40.01406603757904,119.75914996735405,QingHuangDao
镇东楼,https://you.ctrip.com/sight/qinhuangdao132/130887000.html?scene=online,秦皇岛市山海关区城南5公里处天下第一关景区内,0335-5258000,40.016279925474244,119.76701562022996,QingHuangDao
燕塞湖索道-上站,https://you.ctrip.com/sight/qinhuangdao132/64669236.html?scene=online,秦皇岛市山海关区城西北7华里燕塞湖景区内,,40.04365283669972,119.7129434675151,QingHuangDao
闯关东,https://you.ctrip.com/sight/qinhuangdao132/145273405.html?scene=online,河北省秦皇岛市山海关区古城东大街12号,,40.015308824283565,119.76240497736944,QingHuangDao
山海关老龙头景区-八国联军军营遗址,https://you.ctrip.com/sight/qinhuangdao132/145641736.html?scene=online,秦皇岛市山海关区老龙头景区,,39.97531919572714,119.8049934619364,QingHuangDao
山海关大明帅府,https://you.ctrip.com/sight/qinhuangdao132/145592772.html?scene=online,秦皇岛市山海关区东罗城大街山海关古城景区,,40.016496813658804,119.76723238134952,QingHuangDao
白鹭岛沙滩房车露营基地,https://you.ctrip.com/sight/qinhuangdao132/145573290.html?scene=online,秦皇岛市山海关区龙海大道秦皇岛观潮香居特色民宿西南侧约210米,,39.95812808956597,119.75242103027044,QingHuangDao
山海关白鹭湾帆船俱乐部,https://you.ctrip.com/sight/qinhuangdao132/140771820.html?scene=online,河北省秦皇岛市山海关区龙海大道128号,18033508888,39.95609599097357,119.74102818080961,QingHuangDao
山海关保卫战纪念厅,https://you.ctrip.com/sight/qinhuangdao132/134080118.html?scene=online,秦皇岛市山海关区穆家胡同2号,,40.016819312671494,119.76319072519902,QingHuangDao
山海镇督师府,https://you.ctrip.com/sight/qinhuangdao132/5711738.html?scene=online,河北省秦皇岛市山海关区西大街16号,18931353226,40.01498873566932,119.76155724645969,QingHuangDao
蟹岛温泉乐园,https://you.ctrip.com/sight/qinhuangdao132/140768366.html?scene=online,河北省秦皇岛市山海关区田庄村山海关机场正门南800米,,39.98280333571101,119.73690316190778,QingHuangDao
甲申史鉴馆,https://you.ctrip.com/sight/qinhuangdao132/5168470.html?scene=online,秦皇岛市山海关区西大街66号,0335-5136179,40.0143127731705,119.76159892783534,QingHuangDao
关帝殿,https://you.ctrip.com/sight/qinhuangdao132/4616346.html?scene=online,秦皇岛市山海关区五佛山国际生态旅游度假区角山景区内,,40.07361656212257,119.75777708704314,QingHuangDao
浪山海野奢营地,https://you.ctrip.com/sight/qinhuangdao132/148463242.html?scene=online,秦皇岛市山海关区乐岛海洋公园南,,39.984445641831485,119.78243521396982,QingHuangDao
神医华佗石窟,https://you.ctrip.com/sight/qinhuangdao132/1675452.html?scene=online,秦皇岛市山海关区三道关村附近长寿山景区内,,40.07349606313338,119.74691100393333,QingHuangDao
威远公园,https://you.ctrip.com/sight/qinhuangdao132/4616219.html?scene=online,秦皇岛市山海关区关城西路与双棉山路交叉路口东侧,,40.02070009378671,119.75299998817162,QingHuangDao
国家地质公园长寿山景区-凉亭,https://you.ctrip.com/sight/qinhuangdao132/4626705.html?scene=online,秦皇岛市山海关区三道关村附近长寿山景区内,,40.07349606313338,119.74691100393333,QingHuangDao
芦沟桥西城门,https://you.ctrip.com/sight/qinhuangdao132/145395276.html?scene=online,河北省秦皇岛市山海关区G1(京哈高速),,40.02198136715858,119.72640206032669,QingHuangDao
清真寺,https://you.ctrip.com/sight/qinhuangdao132/64673599.html?scene=online,河北省秦皇岛市山海关区关城西路34号,18833833911,40.01017707025472,119.7575749683034,QingHuangDao
听竹轩,https://you.ctrip.com/sight/qinhuangdao132/145391847.html?scene=online,河北省秦皇岛市山海关区齐家楼胡同6号,,40.017955057832445,119.76398321031992,QingHuangDao
守备署,https://you.ctrip.com/sight/qinhuangdao132/143349938.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区内,0335-5152996,39.97531919572714,119.8049934619364,QingHuangDao
山海关妈祖庙,https://you.ctrip.com/sight/qinhuangdao132/143737261.html?scene=online,秦皇岛市山海关区龙海大道,,39.96356663002139,119.7628422724917,QingHuangDao
一线天,https://you.ctrip.com/sight/qinhuangdao132/145197607.html?scene=online,秦皇岛市山海关区三道关村附近长寿山景区内,,40.07349606313338,119.74691100393333,QingHuangDao
天下第一关景区-箭楼,https://you.ctrip.com/sight/qinhuangdao132/145326324.html?scene=online,河北省秦皇岛市山海关区东大街1号山海关-天下第一关景区内,,40.016496813658804,119.76723238134952,QingHuangDao
山海关老龙头景区-遗址洞,https://you.ctrip.com/sight/qinhuangdao132/145671069.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区内,,39.97531919572714,119.8049934619364,QingHuangDao
孔庙,https://you.ctrip.com/sight/qinhuangdao132/4616222.html?scene=online,秦皇岛市山海关区古城西大街山海关总兵府景区内,,40.01595210526255,119.76024500177071,QingHuangDao
石河樱桃采摘园,https://you.ctrip.com/sight/qinhuangdao132/145306665.html?scene=online,河北省秦皇岛市山海关区燕塞大道36号,,40.006992660412855,119.6681180225672,QingHuangDao
皮划艇漂流,https://you.ctrip.com/sight/qinhuangdao132/145543880.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园戏水乐园内,,39.96111287029651,119.7605694697209,QingHuangDao
卧龙山庄,https://you.ctrip.com/sight/qinhuangdao132/145514516.html?scene=online,河北省秦皇岛市山海关区京秦高速入口与京秦高速交叉口西南约180米,,40.030269516940216,119.65917098951837,QingHuangDao
老龙头码头,https://you.ctrip.com/sight/qinhuangdao132/148623286.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区内,,39.97531919572714,119.8049934619364,QingHuangDao
极地馆,https://you.ctrip.com/sight/qinhuangdao132/145579510.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海底总动员内,,39.96262207852548,119.76655101662018,QingHuangDao
山海关古城电瓶车专线古城西门站(迎恩楼),https://you.ctrip.com/sight/qinhuangdao132/145255640.html?scene=online,秦皇岛市山海关区东大街1号山海关古城景区内,,40.016496813658804,119.76723238134952,QingHuangDao
悬阳洞,https://you.ctrip.com/sight/qinhuangdao132/5186.html?scene=online,秦皇岛市山海关区三道关村附近长寿山景区内,,40.07349606313338,119.74691100393333,QingHuangDao
牧营楼,https://you.ctrip.com/sight/qinhuangdao132/134085494.html?scene=online,秦皇岛市山海关区南大街5-1号山海关古城内,0335-5258000,40.016496813658804,119.76723238134952,QingHuangDao
日军飞机场(沙河子飞机场),https://you.ctrip.com/sight/qinhuangdao132/145425647.html?scene=online,秦皇岛市山海关区城南5公里处天下第一关景区内,,40.016279925474244,119.76701562022996,QingHuangDao
四野临时指挥部,https://you.ctrip.com/sight/qinhuangdao132/5067339.html?scene=online,秦皇岛市山海关区穆家胡同2号,,40.016819312671494,119.76319072519902,QingHuangDao
礁石瀑布,https://you.ctrip.com/sight/qinhuangdao132/145207542.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园戏水乐园内,,39.96111287029651,119.7605694697209,QingHuangDao
山海关出海打渔俱乐部,https://you.ctrip.com/sight/qinhuangdao132/145342572.html?scene=online,河北省秦皇岛市海港区文化路152号,,39.94159244833689,119.60991034077605,QingHuangDao
古城特色纪念品,https://you.ctrip.com/sight/qinhuangdao132/145561415.html?scene=online,秦皇岛市山海关区东大街1-1,,40.01613742817734,119.7648809768466,QingHuangDao
望夫石,https://you.ctrip.com/sight/qinhuangdao132/144103598.html?scene=online,河北省秦皇岛市山海关区姜女庙路1号孟姜女庙,,40.04275269304362,119.82947192776109,QingHuangDao
蓝蜻蜓游艇会,https://you.ctrip.com/sight/qinhuangdao132/4616239.html?scene=online,秦皇岛市山海关区石河路山海新城小区西南侧约220米,,39.98842135747043,119.77632772463805,QingHuangDao
詹荣府,https://you.ctrip.com/sight/qinhuangdao132/112652277.html?scene=online,秦皇岛市山海关区西大街55号,,40.01521902832092,119.76074311217599,QingHuangDao
尚书坊,https://you.ctrip.com/sight/qinhuangdao132/143731411.html?scene=online,秦皇岛市山海关区西大街秦皇岛山海假日酒店东南门东侧约70米,,40.01352531601095,119.75868446543876,QingHuangDao
大慈院,https://you.ctrip.com/sight/qinhuangdao132/144103926.html?scene=online,河北省秦皇岛市山海关区西大街55号,,40.01521902832092,119.76074311217599,QingHuangDao
假山,https://you.ctrip.com/sight/qinhuangdao132/145123851.html?scene=online,秦皇岛市山海关区燕塞湖路松鼠园内,,40.041036953055595,119.71340286095291,QingHuangDao
山海关区文化馆,https://you.ctrip.com/sight/qinhuangdao132/145137862.html?scene=online,河北省秦皇岛市山海关区工人街南街水郡御景1号楼三层,,39.99258761682703,119.76895676860646,QingHuangDao
士兵房,https://you.ctrip.com/sight/qinhuangdao132/145157820.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区龙武营内,,39.97531919572714,119.8049934619364,QingHuangDao
镇远镖局-账房,https://you.ctrip.com/sight/qinhuangdao132/145167796.html?scene=online,秦皇岛市山海关区吉城西大街14号镇远镖局内,,40.01452124055905,119.76195223139241,QingHuangDao
鸟语林-中心柱,https://you.ctrip.com/sight/qinhuangdao132/145187787.html?scene=online,秦皇岛市山海关区城西北7华里燕塞湖景区鸟语林内,,40.04365283669972,119.7129434675151,QingHuangDao
农具馆,https://you.ctrip.com/sight/qinhuangdao132/145213971.html?scene=online,秦皇岛市山海关区东三条29~31号王家大院内,,40.013270150296634,119.76574541623884,QingHuangDao
揽古堂,https://you.ctrip.com/sight/qinhuangdao132/145237341.html?scene=online,秦皇岛市山海关区西大街山海关古城历史博物馆,,40.01498873566932,119.76155724645969,QingHuangDao
公生明,https://you.ctrip.com/sight/qinhuangdao132/145255841.html?scene=online,秦皇岛市山海关区古城西大街山海关总兵府景区山海镇总兵府内,,40.01595210526255,119.76024500177071,QingHuangDao
山海关老龙头景区-把总署,https://you.ctrip.com/sight/qinhuangdao132/145273383.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区内,,39.97531919572714,119.8049934619364,QingHuangDao
晓月亭,https://you.ctrip.com/sight/qinhuangdao132/145295153.html?scene=online,秦皇岛市山海关区东大街1号天下第一关景区内,,40.01633905174887,119.76496883112547,QingHuangDao
横空石壁,https://you.ctrip.com/sight/qinhuangdao132/145316394.html?scene=online,秦皇岛市山海关区城西北7华里燕塞湖景区内,,40.04365283669972,119.7129434675151,QingHuangDao
妙手投篮,https://you.ctrip.com/sight/qinhuangdao132/145363702.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海洋嘉年华内,,39.961269101728014,119.76192582121043,QingHuangDao
中华巧女姜艳华剪纸艺术馆,https://you.ctrip.com/sight/qinhuangdao132/145385476.html?scene=online,秦皇岛市山海关区龙海大道1号老龙头景区内,,39.97531919572714,119.8049934619364,QingHuangDao
自控飞碟,https://you.ctrip.com/sight/qinhuangdao132/145385472.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海洋嘉年华内,,39.961269101728014,119.76192582121043,QingHuangDao
大慈院-牌楼,https://you.ctrip.com/sight/qinhuangdao132/145383447.html?scene=online,秦皇岛市山海关区古城东北片区大悲院内,,40.01485935975987,119.75873423156402,QingHuangDao
潮河公园,https://you.ctrip.com/sight/qinhuangdao132/145375691.html?scene=online,秦皇岛市山海关区长城西街名丰山海文园-南区西北侧,,40.00242623850467,119.77962612280957,QingHuangDao
愿望池,https://you.ctrip.com/sight/qinhuangdao132/145375682.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海底总动员内,,39.96262207852548,119.76655101662018,QingHuangDao
三星飞旋,https://you.ctrip.com/sight/qinhuangdao132/145373622.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海洋嘉年华内,,39.961269101728014,119.76192582121043,QingHuangDao
城隍庙,https://you.ctrip.com/sight/qinhuangdao132/145372226.html?scene=online,秦皇岛市山海关区古城西大街山海关总兵府景区十二生肖太岁神院内,,40.01595210526255,119.76024500177071,QingHuangDao
浪摆滑道,https://you.ctrip.com/sight/qinhuangdao132/145372205.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园戏水乐园内,,39.96111287029651,119.7605694697209,QingHuangDao
秦皇岛烈士陵园,https://you.ctrip.com/sight/qinhuangdao132/145365836.html?scene=online,河北省秦皇岛市山海关区孟姜镇吕家沟村北欢喜岭,,40.02683611714109,119.78840059136994,QingHuangDao
玛雅舞台,https://you.ctrip.com/sight/qinhuangdao132/145365829.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海洋嘉年华内,,39.961269101728014,119.76192582121043,QingHuangDao
六角亭,https://you.ctrip.com/sight/qinhuangdao132/145362256.html?scene=online,秦皇岛市山海关区五佛山国际生态旅游度假区角山景区内,,40.07361656212257,119.75777708704314,QingHuangDao
金棕榈电影院(山海关店),https://you.ctrip.com/sight/qinhuangdao132/145362251.html?scene=online,关城南路93号,,38.05042049789811,114.61405871656045,QingHuangDao
碰碰车,https://you.ctrip.com/sight/qinhuangdao132/145362247.html?scene=online,秦皇岛市山海关区龙海大道148号乐岛公园海洋嘉年华内,,39.961269101728014,119.76192582121043,QingHuangDao
棕熊拜山,https://you.ctrip.com/sight/qinhuangdao132/145355995.html?scene=online,秦皇岛市山海关区城西北7华里燕塞湖景区内,,40.04365283669972,119.7129434675151,QingHuangDao
义海锦丝丝绸展览馆,https://you.ctrip.com/sight/qinhuangdao132/145355992.html?scene=online,河北省秦皇岛市山海关区龙海大道99号,,39.954925055874746,119.7307789640935,QingHuangDao
